STATISTICS
Misses:
Total: 83074 DataReads: 416 DataWrites: 82658
Miss rate:
Total: 0.8307 DataReads: 0.03695 DataWrites: 0.9314
Number of Dirty Blocks Evicted from the Cache: 82562

CACHE CONTENTS
Set   V  Tag       D  Words
1c4   1  0000027b  1  ffffffff
1c5   0  00000000  0  00000000
1c5   0  00000000  0  00000000
1c5   0  00000000  0  00000000
1c5   0  00000000  0  00000000
1c6   0  00000000  0  00000000
1c6   0  00000000  0  00000000
1c6   0  00000000  0  00000000
1c6   0  00000000  0  00000000
1c7   0  00000000  0  00000000
1c7   0  00000000  0  00000000
1c7   0  00000000  0  00000000
1c7   0  00000000  0  00000000
1c8   1  00000278  1  ffffffff
1c8   1  0000027b  1  ffffffff
1c8   1  0000027a  1  ffffffff
1c8   1  00000279  1  ffffffff
1c9   0  00000000  0  00000000
1c9   0  00000000  0  00000000
1c9   0  00000000  0  00000000
1c9   0  00000000  0  00000000
1ca   0  00000000  0  00000000
1ca   0  00000000  0  00000000
1ca   0  00000000  0  00000000
1ca   0  00000000  0  00000000
1cb   0  00000000  0  00000000
1cb   0  00000000  0  00000000
1cb   0  00000000  0  00000000
1cb   0  00000000  0  00000000
1cc   1  00000279  1  ffffffff
1cc   1  00000278  1  ffffffff
1cc   1  0000027b  1  ffffffff
1cc   1  0000027a  1  ffffffff
1cd   0  00000000  0  00000000
1cd   0  00000000  0  00000000
1cd   0  00000000  0  00000000
1cd   0  00000000  0  00000000
1ce   0  00000000  0  00000000
1ce   0  00000000  0  00000000
1ce   0  00000000  0  00000000
1ce   0  00000000  0  00000000
1cf   0  00000000  0  00000000
1cf   0  00000000  0  00000000
1cf   0  00000000  0  00000000
1cf   0  00000000  0  00000000
1d0   1  00000279  1  ffffffff
1d0   1  00000278  1  ffffffff
1d0   1  0000027b  1  ffffffff
1d0   1  0000027a  1  ffffffff
1d1   0  00000000  0  00000000
1d1   0  00000000  0  00000000
1d1   0  00000000  0  00000000
1d1   0  00000000  0  00000000
1d2   0  00000000  0  00000000
1d2   0  00000000  0  00000000
1d2   0  00000000  0  00000000
1d2   0  00000000  0  00000000
1d3   0  00000000  0  00000000
1d3   0  00000000  0  00000000
1d3   0  00000000  0  00000000
1d3   0  00000000  0  00000000
1d4   1  00000279  1  ffffffff
1d4   1  00000278  1  ffffffff
1d4   1  0000027b  1  ffffffff
1d4   1  0000027a  1  ffffffff
1d5   0  00000000  0  00000000
1d5   0  00000000  0  00000000
1d5   0  00000000  0  00000000
1d5   0  00000000  0  00000000
1d6   0  00000000  0  00000000
1d6   0  00000000  0  00000000
1d6   0  00000000  0  00000000
1d6   0  00000000  0  00000000
1d7   0  00000000  0  00000000
1d7   0  00000000  0  00000000
1d7   0  00000000  0  00000000
1d7   0  00000000  0  00000000
1d8   1  00000279  1  ffffffff
1d8   1  00000278  1  ffffffff
1d8   1  0000027b  1  ffffffff
1d8   1  0000027a  1  ffffffff
1d9   0  00000000  0  00000000
1d9   0  00000000  0  00000000
1d9   0  00000000  0  00000000
1d9   0  00000000  0  00000000
1da   0  00000000  0  00000000
1da   0  00000000  0  00000000
1da   0  00000000  0  00000000
1da   0  00000000  0  00000000
1db   0  00000000  0  00000000
1db   0  00000000  0  00000000
1db   0  00000000  0  00000000
1db   0  00000000  0  00000000
1dc   1  0000027b  1  ffffffff
1dc   1  0000027a  1  ffffffff
1dc   1  00000279  1  ffffffff
1dc   1  00000278  1  ffffffff
1dd   0  00000000  0  00000000
1dd   0  00000000  0  00000000
1dd   0  00000000  0  00000000
1dd   0  00000000  0  00000000
1de   0  00000000  0  00000000
1de   0  00000000  0  00000000
1de   0  00000000  0  00000000
1de   0  00000000  0  00000000
1df   0  00000000  0  00000000
1df   0  00000000  0  00000000
1df   0  00000000  0  00000000
1df   0  00000000  0  00000000
1e0   1  00000279  1  ffffffff
1e0   1  00000278  1  ffffffff
1e0   1  0000027b  1  ffffffff
1e0   1  0000027a  1  ffffffff
1e1   0  00000000  0  00000000
1e1   0  00000000  0  00000000
1e1   0  00000000  0  00000000
1e1   0  00000000  0  00000000
1e2   0  00000000  0  00000000
1e2   0  00000000  0  00000000
1e2   0  00000000  0  00000000
1e2   0  00000000  0  00000000
1e3   0  00000000  0  00000000
1e3   0  00000000  0  00000000
1e3   0  00000000  0  00000000
1e3   0  00000000  0  00000000
1e4   1  00000279  1  ffffffff
1e4   1  00000278  1  ffffffff
1e4   1  0000027b  1  ffffffff
1e4   1  0000027a  1  ffffffff
1e5   0  00000000  0  00000000
1e5   0  00000000  0  00000000
1e5   0  00000000  0  00000000
1e5   0  00000000  0  00000000
1e6   0  00000000  0  00000000
1e6   0  00000000  0  00000000
1e6   0  00000000  0  00000000
1e6   0  00000000  0  00000000
1e7   0  00000000  0  00000000
1e7   0  00000000  0  00000000
1e7   0  00000000  0  00000000
1e7   0  00000000  0  00000000
1e8   1  0000027b  1  ffffffff
1e8   1  0000027a  1  ffffffff
1e8   1  00000279  1  ffffffff
1e8   1  00000278  1  ffffffff
1e9   0  00000000  0  00000000
1e9   0  00000000  0  00000000
1e9   0  00000000  0  00000000
1e9   0  00000000  0  00000000
1ea   0  00000000  0  00000000
1ea   0  00000000  0  00000000
1ea   0  00000000  0  00000000
1ea   0  00000000  0  00000000
1eb   0  00000000  0  00000000
1eb   0  00000000  0  00000000
1eb   0  00000000  0  00000000
1eb   0  00000000  0  00000000
1ec   1  00000279  1  ffffffff
1ec   1  00000278  1  ffffffff
1ec   1  0000027b  1  ffffffff
1ec   1  0000027a  1  ffffffff
1ed   0  00000000  0  00000000
1ed   0  00000000  0  00000000
1ed   0  00000000  0  00000000
1ed   0  00000000  0  00000000
1ee   0  00000000  0  00000000
1ee   0  00000000  0  00000000
1ee   0  00000000  0  00000000
1ee   0  00000000  0  00000000
1ef   0  00000000  0  00000000
1ef   0  00000000  0  00000000
1ef   0  00000000  0  00000000
1ef   0  00000000  0  00000000
1f0   1  00000279  1  ffffffff
1f0   1  00000278  1  ffffffff
1f0   1  0000027b  1  ffffffff
1f0   1  0000027a  1  ffffffff
1f1   0  00000000  0  00000000
1f1   0  00000000  0  00000000
1f1   0  00000000  0  00000000
1f1   0  00000000  0  00000000
1f2   0  00000000  0  00000000
1f2   0  00000000  0  00000000
1f2   0  00000000  0  00000000
1f2   0  00000000  0  00000000
1f3   0  00000000  0  00000000
1f3   0  00000000  0  00000000
1f3   0  00000000  0  00000000
1f3   0  00000000  0  00000000
1f4   1  00000279  1  ffffffff
1f4   1  00000278  1  ffffffff
1f4   1  0000027b  1  ffffffff
1f4   1  0000027a  1  ffffffff
1f5   0  00000000  0  00000000
1f5   0  00000000  0  00000000
1f5   0  00000000  0  00000000
1f5   0  00000000  0  00000000
1f6   0  00000000  0  00000000
1f6   0  00000000  0  00000000
1f6   0  00000000  0  00000000
1f6   0  00000000  0  00000000
1f7   0  00000000  0  00000000
1f7   0  00000000  0  00000000
1f7   0  00000000  0  00000000
1f7   0  00000000  0  00000000
1f8   1  0000027b  1  ffffffff
1f8   1  0000027a  1  ffffffff
1f8   1  00000279  1  ffffffff
1f8   1  00000278  1  ffffffff
1f9   0  00000000  0  00000000
1f9   0  00000000  0  00000000
1f9   0  00000000  0  00000000
1f9   0  00000000  0  00000000
1fa   0  00000000  0  00000000
1fa   0  00000000  0  00000000
1fa   0  00000000  0  00000000
1fa   0  00000000  0  00000000
1fb   0  00000000  0  00000000
1fb   0  00000000  0  00000000
1fb   0  00000000  0  00000000
1fb   0  00000000  0  00000000
1fc   1  0000027b  1  ffffffff
1fc   1  0000027a  1  ffffffff
1fc   1  00000279  1  ffffffff
1fc   1  00000278  1  ffffffff
1fd   0  00000000  0  00000000
1fd   0  00000000  0  00000000
1fd   0  00000000  0  00000000
1fd   0  00000000  0  00000000
1fe   0  00000000  0  00000000
1fe   0  00000000  0  00000000
1fe   0  00000000  0  00000000
1fe   0  00000000  0  00000000
1ff   0  00000000  0  00000000
1ff   0  00000000  0  00000000
1ff   0  00000000  0  00000000
1ff   0  00000000  0  00000000

MAIN MEMORY:
Address   Words
003f7e00  003f7e00  003f7e01  003f7e02  003f7e03  003f7e04  003f7e05  003f7e06  003f7e07
003f7e08  003f7e08  003f7e09  003f7e0a  003f7e0b  003f7e0c  003f7e0d  003f7e0e  003f7e0f
003f7e10  003f7e10  003f7e11  003f7e12  003f7e13  003f7e14  003f7e15  003f7e16  003f7e17
003f7e18  003f7e18  003f7e19  003f7e1a  003f7e1b  003f7e1c  003f7e1d  003f7e1e  003f7e1f
003f7e20  003f7e20  003f7e21  003f7e22  003f7e23  003f7e24  003f7e25  003f7e26  003f7e27
003f7e28  003f7e28  003f7e29  003f7e2a  003f7e2b  003f7e2c  003f7e2d  003f7e2e  003f7e2f
003f7e30  003f7e30  003f7e31  003f7e32  003f7e33  003f7e34  003f7e35  003f7e36  003f7e37
003f7e38  003f7e38  003f7e39  003f7e3a  003f7e3b  003f7e3c  003f7e3d  003f7e3e  003f7e3f
003f7e40  003f7e40  003f7e41  003f7e42  003f7e43  003f7e44  003f7e45  003f7e46  003f7e47
003f7e48  003f7e48  003f7e49  003f7e4a  003f7e4b  003f7e4c  003f7e4d  003f7e4e  003f7e4f
003f7e50  003f7e50  003f7e51  003f7e52  003f7e53  003f7e54  003f7e55  003f7e56  003f7e57
003f7e58  003f7e58  003f7e59  003f7e5a  003f7e5b  003f7e5c  003f7e5d  003f7e5e  003f7e5f
003f7e60  003f7e60  003f7e61  003f7e62  003f7e63  003f7e64  003f7e65  003f7e66  003f7e67
003f7e68  003f7e68  003f7e69  003f7e6a  003f7e6b  003f7e6c  003f7e6d  003f7e6e  003f7e6f
003f7e70  003f7e70  003f7e71  003f7e72  003f7e73  003f7e74  003f7e75  003f7e76  003f7e77
003f7e78  003f7e78  003f7e79  003f7e7a  003f7e7b  003f7e7c  003f7e7d  003f7e7e  003f7e7f
003f7e80  003f7e80  003f7e81  003f7e82  003f7e83  003f7e84  003f7e85  003f7e86  003f7e87
003f7e88  003f7e88  003f7e89  003f7e8a  003f7e8b  003f7e8c  003f7e8d  003f7e8e  003f7e8f
003f7e90  003f7e90  003f7e91  003f7e92  003f7e93  003f7e94  003f7e95  003f7e96  003f7e97
003f7e98  003f7e98  003f7e99  003f7e9a  003f7e9b  003f7e9c  003f7e9d  003f7e9e  003f7e9f
003f7ea0  003f7ea0  003f7ea1  003f7ea2  003f7ea3  003f7ea4  003f7ea5  003f7ea6  003f7ea7
003f7ea8  003f7ea8  003f7ea9  003f7eaa  003f7eab  003f7eac  003f7ead  003f7eae  003f7eaf
003f7eb0  003f7eb0  003f7eb1  003f7eb2  003f7eb3  003f7eb4  003f7eb5  003f7eb6  003f7eb7
003f7eb8  003f7eb8  003f7eb9  003f7eba  003f7ebb  003f7ebc  003f7ebd  003f7ebe  003f7ebf
003f7ec0  003f7ec0  003f7ec1  003f7ec2  003f7ec3  003f7ec4  003f7ec5  003f7ec6  003f7ec7
003f7ec8  003f7ec8  003f7ec9  003f7eca  003f7ecb  003f7ecc  003f7ecd  003f7ece  003f7ecf
003f7ed0  003f7ed0  003f7ed1  003f7ed2  003f7ed3  003f7ed4  003f7ed5  003f7ed6  003f7ed7
003f7ed8  003f7ed8  003f7ed9  003f7eda  003f7edb  003f7edc  003f7edd  003f7ede  003f7edf
003f7ee0  003f7ee0  003f7ee1  003f7ee2  003f7ee3  003f7ee4  003f7ee5  003f7ee6  003f7ee7
003f7ee8  003f7ee8  003f7ee9  003f7eea  003f7eeb  003f7eec  003f7eed  003f7eee  003f7eef
003f7ef0  003f7ef0  003f7ef1  003f7ef2  003f7ef3  003f7ef4  003f7ef5  003f7ef6  003f7ef7
003f7ef8  003f7ef8  003f7ef9  003f7efa  003f7efb  003f7efc  003f7efd  003f7efe  003f7eff
003f7f00  00000b70  003f7f01  003f7f02  003f7f03  000a0170  003f7f05  003f7f06  003f7f07
003f7f08  00400830  003f7f09  003f7f0a  003f7f0b  003f7f0c  003f7f0d  003f7f0e  003f7f0f
003f7f10  10022b90  003f7f11  003f7f12  003f7f13  00400e18  003f7f15  003f7f16  003f7f17
003f7f18  003f7f18  003f7f19  003f7f1a  003f7f1b  003f7f1c  003f7f1d  003f7f1e  003f7f1f
003f7f20  00000001  003f7f21  003f7f22  003f7f23  11c3fe90  003f7f25  003f7f26  003f7f27
003f7f28  0000000f  003f7f29  003f7f2a  003f7f2b  10077d50  003f7f2d  003f7f2e  003f7f2f
003f7f30  10e6bdf0  003f7f31  003f7f32  003f7f33  10077d50  003f7f35  003f7f36  003f7f37
003f7f38  10e6bdf0  003f7f39  003f7f3a  003f7f3b  11c3fe90  003f7f3d  003f7f3e  003f7f3f
003f7f40  004002b8  003f7f41  003f7f42  003f7f43  004003e8  003f7f45  003f7f46  003f7f47
003f7f48  003f7f48  003f7f49  003f7f4a  003f7f4b  003f7f4c  003f7f4d  003f7f4e  003f7f4f
003f7f50  003f7f50  003f7f51  003f7f52  003f7f53  003f7f54  003f7f55  003f7f56  003f7f57
003f7f58  10000200  003f7f59  003f7f5a  003f7f5b  00000000  003f7f5d  003f7f5e  003f7f5f
003f7f60  00000000  003f7f61  003f7f62  003f7f63  003f7f64  003f7f65  003f7f66  003f7f67
003f7f68  000000eb  003f7f69  003f7f6a  003f7f6b  000000db  003f7f6d  003f7f6e  003f7f6f
003f7f70  0000000f  003f7f71  003f7f72  003f7f73  10077d50  003f7f75  003f7f76  003f7f77
003f7f78  10e6bdf0  003f7f79  003f7f7a  003f7f7b  10077d50  003f7f7d  003f7f7e  003f7f7f
003f7f80  10e6bdf0  003f7f81  003f7f82  003f7f83  11c3fe90  003f7f85  003f7f86  003f7f87
003f7f88  00000000  003f7f89  003f7f8a  003f7f8b  004049a0  003f7f8d  003f7f8e  003f7f8f
003f7f90  003f7f90  003f7f91  003f7f92  003f7f93  003f7f94  003f7f95  003f7f96  003f7f97
003f7f98  000000eb  003f7f99  003f7f9a  003f7f9b  000000db  003f7f9d  003f7f9e  003f7f9f
003f7fa0  004026e8  003f7fa1  003f7fa2  003f7fa3  003f7fa4  003f7fa5  003f7fa6  003f7fa7
003f7fa8  100001e8  003f7fa9  003f7faa  003f7fab  000000eb  003f7fad  003f7fae  003f7faf
003f7fb0  00000071  003f7fb1  003f7fb2  003f7fb3  81010100  003f7fb5  003f7fb6  003f7fb7
003f7fb8  000000eb  003f7fb9  003f7fba  003f7fbb  003f7fbc  003f7fbd  003f7fbe  003f7fbf
003f7fc0  003f7fc0  003f7fc1  003f7fc2  003f7fc3  003f7fc4  003f7fc5  003f7fc6  003f7fc7
003f7fc8  003f7fc8  003f7fc9  003f7fca  003f7fcb  003f7fcc  003f7fcd  003f7fce  003f7fcf
003f7fd0  003f7fd0  003f7fd1  003f7fd2  003f7fd3  003f7fd4  003f7fd5  003f7fd6  003f7fd7
003f7fd8  003f7fd8  003f7fd9  003f7fda  003f7fdb  003f7fdc  003f7fdd  003f7fde  003f7fdf
003f7fe0  003f7fe0  003f7fe1  003f7fe2  003f7fe3  003f7fe4  003f7fe5  003f7fe6  003f7fe7
003f7fe8  003f7fe8  003f7fe9  003f7fea  003f7feb  003f7fec  003f7fed  003f7fee  003f7fef
003f7ff0  003f7ff0  003f7ff1  003f7ff2  003f7ff3  003f7ff4  003f7ff5  003f7ff6  003f7ff7
003f7ff8  003f7ff8  003f7ff9  003f7ffa  003f7ffb  003f7ffc  003f7ffd  003f7ffe  003f7fff
003f8000  003f8000  003f8001  003f8002  003f8003  003f8004  003f8005  003f8006  003f8007
003f8008  003f8008  003f8009  003f800a  003f800b  003f800c  003f800d  003f800e  003f800f
003f8010  003f8010  003f8011  003f8012  003f8013  003f8014  003f8015  003f8016  003f8017
003f8018  003f8018  003f8019  003f801a  003f801b  003f801c  003f801d  003f801e  003f801f
003f8020  003f8020  003f8021  003f8022  003f8023  003f8024  003f8025  003f8026  003f8027
003f8028  003f8028  003f8029  003f802a  003f802b  003f802c  003f802d  003f802e  003f802f
003f8030  003f8030  003f8031  003f8032  003f8033  003f8034  003f8035  003f8036  003f8037
003f8038  003f8038  003f8039  003f803a  003f803b  003f803c  003f803d  003f803e  003f803f
003f8040  003f8040  003f8041  003f8042  003f8043  003f8044  003f8045  003f8046  003f8047
003f8048  003f8048  003f8049  003f804a  003f804b  003f804c  003f804d  003f804e  003f804f
003f8050  003f8050  003f8051  003f8052  003f8053  003f8054  003f8055  003f8056  003f8057
003f8058  003f8058  003f8059  003f805a  003f805b  003f805c  003f805d  003f805e  003f805f
003f8060  003f8060  003f8061  003f8062  003f8063  003f8064  003f8065  003f8066  003f8067
003f8068  003f8068  003f8069  003f806a  003f806b  003f806c  003f806d  003f806e  003f806f
003f8070  003f8070  003f8071  003f8072  003f8073  003f8074  003f8075  003f8076  003f8077
003f8078  003f8078  003f8079  003f807a  003f807b  003f807c  003f807d  003f807e  003f807f
003f8080  003f8080  003f8081  003f8082  003f8083  003f8084  003f8085  003f8086  003f8087
003f8088  003f8088  003f8089  003f808a  003f808b  003f808c  003f808d  003f808e  003f808f
003f8090  003f8090  003f8091  003f8092  003f8093  003f8094  003f8095  003f8096  003f8097
003f8098  003f8098  003f8099  003f809a  003f809b  003f809c  003f809d  003f809e  003f809f
003f80a0  003f80a0  003f80a1  003f80a2  003f80a3  003f80a4  003f80a5  003f80a6  003f80a7
003f80a8  003f80a8  003f80a9  003f80aa  003f80ab  003f80ac  003f80ad  003f80ae  003f80af
003f80b0  003f80b0  003f80b1  003f80b2  003f80b3  003f80b4  003f80b5  003f80b6  003f80b7
003f80b8  003f80b8  003f80b9  003f80ba  003f80bb  003f80bc  003f80bd  003f80be  003f80bf
003f80c0  003f80c0  003f80c1  003f80c2  003f80c3  003f80c4  003f80c5  003f80c6  003f80c7
003f80c8  003f80c8  003f80c9  003f80ca  003f80cb  003f80cc  003f80cd  003f80ce  003f80cf
003f80d0  003f80d0  003f80d1  003f80d2  003f80d3  003f80d4  003f80d5  003f80d6  003f80d7
003f80d8  003f80d8  003f80d9  003f80da  003f80db  003f80dc  003f80dd  003f80de  003f80df
003f80e0  003f80e0  003f80e1  003f80e2  003f80e3  003f80e4  003f80e5  003f80e6  003f80e7
003f80e8  003f80e8  003f80e9  003f80ea  003f80eb  003f80ec  003f80ed  003f80ee  003f80ef
003f80f0  003f80f0  003f80f1  003f80f2  003f80f3  003f80f4  003f80f5  003f80f6  003f80f7
003f80f8  003f80f8  003f80f9  003f80fa  003f80fb  003f80fc  003f80fd  003f80fe  003f80ff
003f8100  003f8100  003f8101  003f8102  003f8103  003f8104  003f8105  003f8106  003f8107
003f8108  003f8108  003f8109  003f810a  003f810b  003f810c  003f810d  003f810e  003f810f
003f8110  003f8110  003f8111  003f8112  003f8113  003f8114  003f8115  003f8116  003f8117
003f8118  003f8118  003f8119  003f811a  003f811b  003f811c  003f811d  003f811e  003f811f
003f8120  003f8120  003f8121  003f8122  003f8123  003f8124  003f8125  003f8126  003f8127
003f8128  003f8128  003f8129  003f812a  003f812b  003f812c  003f812d  003f812e  003f812f
003f8130  003f8130  003f8131  003f8132  003f8133  003f8134  003f8135  003f8136  003f8137
003f8138  003f8138  003f8139  003f813a  003f813b  003f813c  003f813d  003f813e  003f813f
003f8140  003f8140  003f8141  003f8142  003f8143  003f8144  003f8145  003f8146  003f8147
003f8148  003f8148  003f8149  003f814a  003f814b  003f814c  003f814d  003f814e  003f814f
003f8150  003f8150  003f8151  003f8152  003f8153  003f8154  003f8155  003f8156  003f8157
003f8158  003f8158  003f8159  003f815a  003f815b  003f815c  003f815d  003f815e  003f815f
003f8160  003f8160  003f8161  003f8162  003f8163  003f8164  003f8165  003f8166  003f8167
003f8168  003f8168  003f8169  003f816a  003f816b  003f816c  003f816d  003f816e  003f816f
003f8170  003f8170  003f8171  003f8172  003f8173  003f8174  003f8175  003f8176  003f8177
003f8178  003f8178  003f8179  003f817a  003f817b  003f817c  003f817d  003f817e  003f817f
003f8180  003f8180  003f8181  003f8182  003f8183  003f8184  003f8185  003f8186  003f8187
003f8188  003f8188  003f8189  003f818a  003f818b  003f818c  003f818d  003f818e  003f818f
003f8190  003f8190  003f8191  003f8192  003f8193  003f8194  003f8195  003f8196  003f8197
003f8198  003f8198  003f8199  003f819a  003f819b  003f819c  003f819d  003f819e  003f819f
003f81a0  003f81a0  003f81a1  003f81a2  003f81a3  003f81a4  003f81a5  003f81a6  003f81a7
003f81a8  003f81a8  003f81a9  003f81aa  003f81ab  003f81ac  003f81ad  003f81ae  003f81af
003f81b0  003f81b0  003f81b1  003f81b2  003f81b3  003f81b4  003f81b5  003f81b6  003f81b7
003f81b8  003f81b8  003f81b9  003f81ba  003f81bb  003f81bc  003f81bd  003f81be  003f81bf
003f81c0  003f81c0  003f81c1  003f81c2  003f81c3  003f81c4  003f81c5  003f81c6  003f81c7
003f81c8  003f81c8  003f81c9  003f81ca  003f81cb  003f81cc  003f81cd  003f81ce  003f81cf
003f81d0  003f81d0  003f81d1  003f81d2  003f81d3  003f81d4  003f81d5  003f81d6  003f81d7
003f81d8  003f81d8  003f81d9  003f81da  003f81db  003f81dc  003f81dd  003f81de  003f81df
003f81e0  003f81e0  003f81e1  003f81e2  003f81e3  003f81e4  003f81e5  003f81e6  003f81e7
003f81e8  003f81e8  003f81e9  003f81ea  003f81eb  003f81ec  003f81ed  003f81ee  003f81ef
003f81f0  003f81f0  003f81f1  003f81f2  003f81f3  003f81f4  003f81f5  003f81f6  003f81f7
003f81f8  003f81f8  003f81f9  003f81fa  003f81fb  003f81fc  003f81fd  003f81fe  003f81ff
003f8200  003f8200  003f8201  003f8202  003f8203  003f8204  003f8205  003f8206  003f8207
003f8208  003f8208  003f8209  003f820a  003f820b  003f820c  003f820d  003f820e  003f820f
003f8210  003f8210  003f8211  003f8212  003f8213  003f8214  003f8215  003f8216  003f8217
003f8218  003f8218  003f8219  003f821a  003f821b  003f821c  003f821d  003f821e  003f821f
003f8220  003f8220  003f8221  003f8222  003f8223  003f8224  003f8225  003f8226  003f8227
003f8228  003f8228  003f8229  003f822a  003f822b  003f822c  003f822d  003f822e  003f822f
003f8230  003f8230  003f8231  003f8232  003f8233  003f8234  003f8235  003f8236  003f8237
003f8238  003f8238  003f8239  003f823a  003f823b  003f823c  003f823d  003f823e  003f823f
003f8240  003f8240  003f8241  003f8242  003f8243  003f8244  003f8245  003f8246  003f8247
003f8248  003f8248  003f8249  003f824a  003f824b  003f824c  003f824d  003f824e  003f824f
003f8250  003f8250  003f8251  003f8252  003f8253  003f8254  003f8255  003f8256  003f8257
003f8258  003f8258  003f8259  003f825a  003f825b  003f825c  003f825d  003f825e  003f825f
003f8260  003f8260  003f8261  003f8262  003f8263  003f8264  003f8265  003f8266  003f8267
003f8268  003f8268  003f8269  003f826a  003f826b  003f826c  003f826d  003f826e  003f826f
003f8270  003f8270  003f8271  003f8272  003f8273  003f8274  003f8275  003f8276  003f8277
003f8278  003f8278  003f8279  003f827a  003f827b  003f827c  003f827d  003f827e  003f827f
003f8280  003f8280  003f8281  003f8282  003f8283  003f8284  003f8285  003f8286  003f8287
003f8288  003f8288  003f8289  003f828a  003f828b  003f828c  003f828d  003f828e  003f828f
003f8290  003f8290  003f8291  003f8292  003f8293  003f8294  003f8295  003f8296  003f8297
003f8298  003f8298  003f8299  003f829a  003f829b  003f829c  003f829d  003f829e  003f829f
003f82a0  003f82a0  003f82a1  003f82a2  003f82a3  003f82a4  003f82a5  003f82a6  003f82a7
003f82a8  003f82a8  003f82a9  003f82aa  003f82ab  003f82ac  003f82ad  003f82ae  003f82af
003f82b0  003f82b0  003f82b1  003f82b2  003f82b3  003f82b4  003f82b5  003f82b6  003f82b7
003f82b8  003f82b8  003f82b9  003f82ba  003f82bb  003f82bc  003f82bd  003f82be  003f82bf
003f82c0  003f82c0  003f82c1  003f82c2  003f82c3  003f82c4  003f82c5  003f82c6  003f82c7
003f82c8  003f82c8  003f82c9  003f82ca  003f82cb  003f82cc  003f82cd  003f82ce  003f82cf
003f82d0  003f82d0  003f82d1  003f82d2  003f82d3  003f82d4  003f82d5  003f82d6  003f82d7
003f82d8  003f82d8  003f82d9  003f82da  003f82db  003f82dc  003f82dd  003f82de  003f82df
003f82e0  003f82e0  003f82e1  003f82e2  003f82e3  003f82e4  003f82e5  003f82e6  003f82e7
003f82e8  003f82e8  003f82e9  003f82ea  003f82eb  003f82ec  003f82ed  003f82ee  003f82ef
003f82f0  003f82f0  003f82f1  003f82f2  003f82f3  003f82f4  003f82f5  003f82f6  003f82f7
003f82f8  003f82f8  003f82f9  003f82fa  003f82fb  003f82fc  003f82fd  003f82fe  003f82ff
003f8300  003f8300  003f8301  003f8302  003f8303  003f8304  003f8305  003f8306  003f8307
003f8308  003f8308  003f8309  003f830a  003f830b  003f830c  003f830d  003f830e  003f830f
003f8310  003f8310  003f8311  003f8312  003f8313  003f8314  003f8315  003f8316  003f8317
003f8318  003f8318  003f8319  003f831a  003f831b  003f831c  003f831d  003f831e  003f831f
003f8320  003f8320  003f8321  003f8322  003f8323  003f8324  003f8325  003f8326  003f8327
003f8328  003f8328  003f8329  003f832a  003f832b  003f832c  003f832d  003f832e  003f832f
003f8330  003f8330  003f8331  003f8332  003f8333  003f8334  003f8335  003f8336  003f8337
003f8338  003f8338  003f8339  003f833a  003f833b  003f833c  003f833d  003f833e  003f833f
003f8340  003f8340  003f8341  003f8342  003f8343  003f8344  003f8345  003f8346  003f8347
003f8348  003f8348  003f8349  003f834a  003f834b  003f834c  003f834d  003f834e  003f834f
003f8350  003f8350  003f8351  003f8352  003f8353  003f8354  003f8355  003f8356  003f8357
003f8358  003f8358  003f8359  003f835a  003f835b  003f835c  003f835d  003f835e  003f835f
003f8360  003f8360  003f8361  003f8362  003f8363  003f8364  003f8365  003f8366  003f8367
003f8368  003f8368  003f8369  003f836a  003f836b  003f836c  003f836d  003f836e  003f836f
003f8370  003f8370  003f8371  003f8372  003f8373  003f8374  003f8375  003f8376  003f8377
003f8378  003f8378  003f8379  003f837a  003f837b  003f837c  003f837d  003f837e  003f837f
003f8380  003f8380  003f8381  003f8382  003f8383  003f8384  003f8385  003f8386  003f8387
003f8388  003f8388  003f8389  003f838a  003f838b  003f838c  003f838d  003f838e  003f838f
003f8390  003f8390  003f8391  003f8392  003f8393  003f8394  003f8395  003f8396  003f8397
003f8398  003f8398  003f8399  003f839a  003f839b  003f839c  003f839d  003f839e  003f839f
003f83a0  003f83a0  003f83a1  003f83a2  003f83a3  003f83a4  003f83a5  003f83a6  003f83a7
003f83a8  003f83a8  003f83a9  003f83aa  003f83ab  003f83ac  003f83ad  003f83ae  003f83af
003f83b0  003f83b0  003f83b1  003f83b2  003f83b3  003f83b4  003f83b5  003f83b6  003f83b7
003f83b8  003f83b8  003f83b9  003f83ba  003f83bb  003f83bc  003f83bd  003f83be  003f83bf
003f83c0  003f83c0  003f83c1  003f83c2  003f83c3  003f83c4  003f83c5  003f83c6  003f83c7
003f83c8  003f83c8  003f83c9  003f83ca  003f83cb  003f83cc  003f83cd  003f83ce  003f83cf
003f83d0  003f83d0  003f83d1  003f83d2  003f83d3  003f83d4  003f83d5  003f83d6  003f83d7
003f83d8  003f83d8  003f83d9  003f83da  003f83db  003f83dc  003f83dd  003f83de  003f83df
003f83e0  003f83e0  003f83e1  003f83e2  003f83e3  003f83e4  003f83e5  003f83e6  003f83e7
003f83e8  003f83e8  003f83e9  003f83ea  003f83eb  003f83ec  003f83ed  003f83ee  003f83ef
003f83f0  003f83f0  003f83f1  003f83f2  003f83f3  003f83f4  003f83f5  003f83f6  003f83f7
003f83f8  003f83f8  003f83f9  003f83fa  003f83fb  003f83fc  003f83fd  003f83fe  003f83ff
003f8400  003f8400  003f8401  003f8402  003f8403  003f8404  003f8405  003f8406  003f8407
